page_likes,category,post_month,post_weekday,post_hour,paid,total_reach,total_impressions,engaged_users,post_consumers,post_consumptions,fan_impressions,fan_reach,fan_engaged,engagement_rate,is_weekend,log_total_reach,log_total_impressions,log_fan_reach,log_fan_impressions,log_engaged_users,log_page_likes,type_Photo,type_Status,type_Video,log_total_interactions
136393,1,10,6,9,0,659,1158,199,194,239,1041,576,169,0.301973,1,6.492239835020471,7.055312843339752,6.3578422665081,6.948897222313312,5.298317366548036,11.823303035154192,1,0,0,2.3978952727983707
136393,1,10,6,8,0,652,1331,214,206,249,1249,588,182,0.328221,1,6.481577129276431,7.194436851100335,6.3784261836515865,7.1308988302963465,5.3706380281276624,11.823303035154192,1,0,0,2.5649493574615367
136393,1,10,6,6,0,861,1565,214,192,239,1351,717,180,0.248548,1,6.759255270663693,7.356279876550748,6.576469569048224,7.20934025660291,5.3706380281276624,11.823303035154192,1,0,0,3.5553480614894135
136393,1,10,6,2,0,3690,7659,424,388,644,6951,3290,377,0.114905,1,8.213652703029998,8.943767262734637,8.098946748943339,8.846784666945227,6.052089168924417,11.823303035154192,1,0,0,4.23410650459726
136393,1,10,5,10,0,4664,9463,204,182,251,7196,3324,173,0.043739,0,8.447843113281444,9.155250405658222,8.109224953089955,8.881419551507804,5.3230099791384085,11.823303035154192,0,0,0,3.8918202981106265
136013,1,10,5,8,0,1080,2427,210,189,249,2195,934,184,0.194444,0,6.985641817639208,7.794823152179389,6.840546529288687,7.694392802629421,5.351858133476067,11.82051310059658,1,0,0,3.6888794541139363
136013,2,10,5,3,0,8896,17202,1480,1426,1932,13838,7020,1292,0.166367,0,9.093469420244768,9.752839066197039,8.85666093701725,9.53524597222593,7.300472814267799,11.82051310059658,0,1,0,5.043425116919247
136013,1,10,4,10,1,4018,8617,428,374,616,6677,2992,351,0.106521,0,8.2987883944492,9.061608318175784,8.0040315078527,8.8065738205036,6.061456918928017,11.82051310059658,1,0,0,4.61512051684126
136013,1,10,4,3,0,68992,229733,1032,975,1345,17842,8032,635,0.014958,0,11.141760329157709,12.344677396878856,8.991313336173812,9.789366553431428,6.940222469119639,11.82051310059658,0,0,0,5.313205979041787
136013,3,10,3,10,0,13152,25666,2543,2438,3179,20547,10280,2278,0.193355,0,9.48440514846878,10.152961399096368,9.238052810542719,9.930518891587159,7.841492924460013,11.82051310059658,0,1,0,5.583496308781699
136013,2,10,3,2,1,31136,59964,6164,5934,9237,35977,18048,4376,0.19797,0,10.346152101633399,11.001516337665821,9.800845560564248,10.49066291952263,8.726643415598444,11.82051310059658,0,1,0,6.917705609835305
136013,3,10,2,10,1,16776,39549,714,440,720,11860,6200,590,0.042561,0,9.7277641797704,10.5853209731958,8.732465848349879,9.381010986029276,6.5722825426940075,11.82051310059658,1,0,0,6.104793232414985
136013,1,10,2,3,1,50736,140432,1462,1450,8308,46252,15552,1275,0.028816,0,10.834410706454594,11.852485785690675,9.65200882504456,10.741881605701801,7.288244401020124,11.82051310059658,1,0,0,3.9889840465642745
136013,1,10,1,10,1,5324,11040,528,483,861,8627,4054,448,0.099174,0,8.580167990577626,9.309370895439137,8.307705966549513,9.062768007509048,6.270988431858299,11.82051310059658,1,0,0,4.574710978503383
136013,3,10,1,3,0,18120,44940,421,282,463,4401,2616,327,0.023234,0,9.804826765712157,10.713105797383161,7.869783902530146,8.389814262086407,6.045005314036012,11.82051310059658,1,0,0,5.3230099791384085
135713,3,10,7,10,0,2291,3960,303,243,325,3020,1723,253,0.132257,1,7.73718007783463,8.284251797621916,7.452402451223638,8.013343181386672,5.717027701406222,11.818305009256036,1,0,0,4.553876891600541
135713,2,10,7,4,0,10744,20691,1967,1877,2201,17502,8964,1834,0.183079,1,9.282195809076612,9.937502431123406,9.101083386039234,9.770127573790836,7.584773077612199,11.818305009256036,0,1,0,5.19295685089021
135713,1,10,6,11,1,3616,6887,111,90,118,4263,2138,93,0.030697,1,8.193400231952097,8.837536046107568,7.668093709082406,8.357962965845681,4.718498871295094,11.818305009256036,0,0,0,3.58351893845611
135713,1,10,6,4,0,39984,112830,2105,1921,3932,70249,21328,1609,0.052646,1,10.59625966276599,11.633646402984292,9.967822928041022,11.159815587195991,7.652545692693921,11.818305009256036,1,0,0,5.908082938168931
135713,2,10,5,11,0,4010,7444,477,370,534,4406,2362,354,0.118953,0,8.296795865770052,8.915297945118109,7.767687277186908,8.390949464841986,6.169610732491456,11.818305009256036,1,0,0,5.303304908059076
135713,2,10,5,4,1,6564,12097,806,602,957,7682,4024,563,0.122791,0,8.789507786736896,9.400795428666859,8.300280189852664,8.946765374867635,6.693323668269949,11.818305009256036,1,0,0,6.12029741895095
135713,1,10,4,10,0,8612,20151,813,727,1390,16890,7208,630,0.094403,0,9.061027968789174,9.911058818032446,8.883085524404578,9.734536214680345,6.70196036600254,11.818305009256036,1,0,0,5.267858159063328
135713,2,10,4,1,0,5568,10282,746,545,867,5696,3162,537,0.13398,0,8.624970783589669,9.23824732522919,8.059276223305648,8.647694999480395,6.616065185132817,11.818305009256036,1,0,0,5.961005339623274
135700,2,9,3,7,0,1685,2999,322,295,424,1794,953,237,0.191098,0,7.430114138561801,8.006367567650246,6.860663671448287,7.492760300922379,5.777652323222656,11.818209214992565,1,0,0,4.2626798770413155
135700,2,9,2,11,0,3756,7094,469,408,613,4935,2556,365,0.124867,0,8.231376045573969,8.867145589594143,7.846589975291186,8.504310565585223,6.152732694704104,11.818209214992565,1,0,0,5.099866427824199
135700,3,9,2,2,0,2656,4862,390,309,445,3273,1722,309,0.146837,0,7.884952945759814,8.489410810403786,7.45182223652793,8.09376775793108,5.968707559985366,11.818209214992565,1,0,0,4.927253685157205
135700,2,9,1,10,0,5086,9493,622,509,757,6200,3298,489,0.122297,0,8.534443544822764,9.158415299111264,8.101374671228582,8.732465848349879,6.434546518787453,11.818209214992565,1,0,0,5.53338948872752
135617,2,9,1,3,1,2055,3915,346,288,412,2970,1507,277,0.16837,0,7.628517626575055,8.272826003650401,7.318539548567902,7.9966538754626075,5.849324779946859,11.817597389041644,1,0,0,4.59511985013459
135617,3,9,7,9,0,9384,14948,757,452,652,11148,7020,604,0.080669,1,9.14686794902061,9.612399686949514,8.85666093701725,9.319105086767571,6.630683385642372,11.817597389041644,1,0,0,6.016157159698354
135617,2,9,7,3,0,3992,7255,598,447,688,4428,2420,435,0.1498,1,8.292298107063221,8.889583991794973,7.791935956938058,8.395929103923198,6.395261598115449,11.817597389041644,1,0,0,5.645446897643238
135617,3,9,6,10,0,7512,13633,769,614,951,5503,3260,530,0.10237,1,8.92439013236916,9.52032195192273,8.089789175789319,8.61323037961318,6.646390514847729,11.817597389041644,1,0,0,6.018593214496234
135617,2,9,6,4,0,11096,21080,1843,1724,2106,16095,8120,1604,0.166096,1,9.314430080500564,9.956127439860307,9.002208578282412,9.686326072899465,7.519692404116539,11.817597389041644,0,1,0,5.666426688112432
135428,1,9,5,10,0,1060,2004,266,251,337,1705,870,204,0.250943,0,6.966967138613983,7.60339933974067,6.769641976852503,7.441906728051625,5.58724865840025,11.816202796733801,1,0,0,2.9444389791664403
135428,2,9,5,3,1,2790,4879,435,360,513,3501,1999,351,0.155914,0,7.934155233536322,8.492900498847193,7.600902459542082,8.161089512845797,6.077642243349034,11.816202796733801,1,0,0,4.890349128221754
135428,1,9,4,10,1,13856,37716,519,450,672,26832,9064,389,0.037457,0,9.536545799098715,10.537866200180416,9.112176123188952,10.197387752301138,6.253828811575473,11.816202796733801,1,0,0,4.442651256490317
135428,3,9,4,2,1,10748,19724,892,498,719,13674,7624,704,0.082992,0,9.282568005973063,9.889642145714076,8.939187601475613,9.523324627290181,6.794586580876499,11.816202796733801,1,0,0,6.324358962381311
135428,1,9,3,10,0,41984,68290,3370,2420,4074,34802,20928,2126,0.080269,0,10.645067690617664,11.131533265280341,9.948891035989977,10.457458868943517,8.12296471523406,11.816202796733801,1,0,0,7.5883236773352225
135428,2,9,3,2,1,2522,4583,455,390,547,3031,1674,333,0.180412,0,7.833203948641057,8.430327258394575,7.423568444259167,8.016977746762262,6.1224928095143865,11.816202796733801,1,0,0,4.804021044733257
135195,3,9,2,9,0,4480,8039,572,430,599,5014,2704,416,0.127679,0,8.407601514786142,8.992184362173012,7.902857191280582,8.520188700396035,6.35088571671474,11.814480856354516,1,0,0,5.384495062789089
135195,1,9,2,2,0,1543,2874,360,334,463,2373,1228,267,0.233312,0,7.342131730584722,7.963807953231451,7.113956109566034,7.772331575169614,5.8888779583328805,11.814480856354516,1,0,0,3.6635616461296463
135195,2,9,1,10,0,21256,41906,4840,4754,5906,35455,17592,4318,0.2277,0,9.964441531873126,10.64320815639566,9.775256374639046,10.476047770106955,8.484876589939695,11.814480856354516,0,1,0,5.43372200355424
135195,1,9,1,4,0,4484,7829,545,424,629,4208,2412,382,0.121543,0,8.408493774492896,8.965717788984849,7.7886260656250315,8.344980368770571,6.302618975744905,11.814480856354516,1,0,0,5.420534999272286
135195,2,9,7,3,0,4398,8105,584,446,669,4799,2616,431,0.132788,1,8.389132521348719,9.000359807188254,7.869783902530146,8.476371196895983,6.371611847231857,11.814480856354516,1,0,0,5.497168225293202
135195,2,9,6,10,1,13216,24738,2675,2584,2969,19599,10232,2342,0.202406,1,9.489259158757807,10.116136224757685,9.233373071086755,9.883284845218608,7.892078421248119,11.814480856354516,0,1,0,5.247024072160486
135195,3,9,6,3,1,22304,37159,1805,984,1618,22864,13304,1349,0.080927,1,10.012566147562366,10.522988192927775,9.49589518341179,10.037362636092155,7.498869733976931,11.814480856354516,1,0,0,7.069023426578259
135195,1,9,5,11,0,6208,10830,644,473,678,6866,4016,495,0.103737,0,8.733755131364893,9.290167671835738,8.298290634359283,8.834482608620677,6.4692503167957724,11.814480856354516,1,0,0,5.6240175061873385
135195,2,9,5,2,0,4518,8533,626,482,729,4215,2254,439,0.138557,0,8.41604600941128,9.051813463747946,7.720905251936779,8.346642090221199,6.440946540632921,11.814480856354516,1,0,0,5.703782474656201
135195,2,9,4,10,0,3582,6518,537,430,597,3857,2124,404,0.149916,0,8.183955717304954,8.782476268924539,7.661527081358517,8.257904193465674,6.2878585601617845,11.814480856354516,1,0,0,5.272999558563747
134879,2,9,4,4,1,9124,17776,1476,1397,1797,13887,7092,1331,0.161771,0,9.118773178450692,9.785660765922685,8.866863661202087,9.538780436900131,7.29776828253138,11.812140773235683,0,1,0,5.298317366548036
134879,1,9,3,10,0,14152,38806,631,549,836,19409,6632,404,0.044587,0,9.55768189473384,10.566355921710144,8.799812469525556,9.873543676163056,6.448889394146858,11.812140773235683,1,0,0,4.74493212836325
134879,3,9,3,2,1,4260,7989,588,435,622,4578,2432,436,0.138028,0,8.357259153499912,8.98594603876032,7.796880342783522,8.429235912657095,6.3784261836515865,11.812140773235683,1,0,0,5.605802066295998
134879,1,9,2,10,0,30624,56950,2080,1956,3253,32033,15744,1376,0.067921,0,10.329571947847029,10.949946527983677,9.664278133535126,10.374553117728242,7.640603826393634,11.812140773235683,0,0,1,6.159095388491933
134879,2,9,2,3,0,2363,4223,393,348,476,3332,1788,297,0.166314,0,7.768110378525988,8.348537825386098,7.489412083508719,8.11162807830774,5.976350909297934,11.812140773235683,1,0,0,4.51085950651685
134879,1,9,1,10,0,2232,4005,374,335,458,3247,1740,278,0.167563,0,7.711101251840158,8.295548516225763,7.462214939768189,8.085794701281568,5.926926025970411,11.812140773235683,1,0,0,4.290459441148391
134879,2,9,1,6,0,4048,7217,544,405,602,4046,2280,368,0.134387,0,8.30622521603216,8.884333185202735,7.732369222284388,8.305731144875866,6.300785794663244,11.812140773235683,1,0,0,5.575949103146316
134879,2,9,7,10,0,1804,2968,330,280,352,2293,1354,234,0.182927,1,7.498315870766981,7.99598047476376,7.2115567333138015,7.738052297689316,5.802118375377063,11.812140773235683,1,0,0,4.219507705176107
134879,3,9,7,4,1,2351,4028,371,298,392,3112,1791,288,0.157805,1,7.763021309018518,8.301273485191347,7.491087593534876,8.043342170441608,5.918893854273146,11.812140773235683,1,0,0,4.770684624465665
133679,2,9,2,10,0,3100,5388,518,422,609,3927,2274,367,0.167097,0,8.03947991910045,8.592115117933497,7.729735331385051,8.275885669474356,6.251903883165888,11.803204163269275,1,0,0,5.10594547390058
133679,3,9,2,3,1,2360,4004,436,365,486,2757,1603,300,0.184746,0,7.766840537085513,8.29529885950246,7.38025578842646,7.922261058353247,6.07993319509559,11.803204163269275,1,0,0,4.787491742782046
133679,3,8,1,10,0,19648,33643,1359,695,990,24034,13528,1020,0.069167,0,9.885781725417196,10.423590013082327,9.51259080860336,10.08726638032806,7.215239978730097,11.803204163269275,1,0,0,6.70808408385307
133679,2,8,1,4,0,2295,3721,377,324,402,3121,1882,269,0.16427,0,7.738923757439457,8.222016437202196,7.5406215286571525,8.046229101075378,5.934894195619588,11.803204163269275,1,0,0,4.2626798770413155
133594,2,8,7,10,1,3934,6330,512,437,599,5010,3082,384,0.130147,1,8.277666160851503,8.753213480544126,8.03365842788615,8.519390774959724,6.240275845170769,11.802568114234644,1,0,0,4.897839799950911
133594,1,8,7,3,0,34512,76659,1666,1333,1977,54860,22816,1278,0.048273,1,10.449091343637994,11.247135338934546,10.035261151145571,10.912557992542743,7.418780882750794,11.802568114234644,1,0,0,6.19644412779452
133594,2,8,6,10,0,5282,8730,703,530,772,5123,3244,470,0.133094,1,8.572249397164315,9.074635189810808,8.08487062913819,8.541690663016626,6.556778356158042,11.802568114234644,1,0,0,5.802118375377063
133594,1,8,6,8,0,1809,3130,399,359,494,2541,1435,289,0.220564,1,7.501082124259871,8.049107721326406,7.269616749608169,7.8407064517494,5.991464547107982,11.802568114234644,1,0,0,4.30406509320417
133594,2,8,5,13,0,1920,3124,365,331,428,2541,1519,251,0.190104,0,7.560601162768557,8.047189562170502,7.326465613840322,7.8407064517494,5.902633333401366,11.802568114234644,1,0,0,4.110873864173311
133451,1,8,4,9,1,1954,3530,356,333,443,3295,1772,252,0.18219,0,7.578145472419466,8.169336395928386,7.480428306074208,8.100464891029363,5.877735781779639,11.801497141606843,1,0,0,3.4965075614664802
132817,3,8,4,10,0,33536,64850,1954,1016,1678,50076,24448,1564,0.058266,0,10.420404585938435,11.079847609826162,10.104344594271097,10.8213170998263,7.578145472419466,11.796735049008136,1,0,0,7.1631723908466425
132817,2,8,4,3,1,4204,7191,498,408,596,5161,2974,387,0.118459,0,8.344029572407049,8.880724576151456,7.99799931797973,8.54907938027856,6.212606095751519,11.796735049008136,1,0,0,5.117993812416755
132817,1,8,3,9,0,3376,6557,428,409,631,5700,2806,331,0.126777,0,8.124743020385568,8.788440957404594,7.939871576361883,8.648396877031582,6.061456918928017,11.796735049008136,1,0,0,3.828641396489095
132817,2,8,3,2,1,9236,16054,1151,1130,1560,14014,7880,1075,0.124621,0,9.13097243659261,9.683775606523614,8.97221007835365,9.547883463598888,7.049254841255837,11.796735049008136,0,1,0,4.2626798770413155
132817,3,8,2,10,0,72864,205934,946,759,1158,122474,30912,646,0.012983,0,11.196363692967797,12.235315863999816,10.338932086385478,11.715662206506776,6.853299093186078,11.796735049008136,1,0,0,5.497168225293202
132817,3,8,2,3,0,3358,5682,394,323,523,4200,2426,298,0.117332,0,8.119398589612294,8.645234541297121,7.794411205726601,8.343077871169383,5.978885764901122,11.796735049008136,1,0,0,4.890349128221754
132201,1,8,1,12,1,3254,5644,371,344,513,5069,2846,283,0.114014,0,8.08794755464267,8.638525476583762,7.954021087278037,8.531096096585228,5.918893854273146,11.792086334878327,1,0,0,3.7612001156935624
132201,1,8,1,3,0,50640,121234,2240,1577,2779,92348,34880,1790,0.044234,0,10.832516803858471,11.705486089806644,10.459697547336718,11.433330157198428,7.714677473800927,11.792086334878327,1,0,0,6.837332814685591
132201,2,8,7,10,0,3734,6218,529,434,794,4831,2868,389,0.141671,1,8.225503097566918,8.735364401103888,7.9617188159813645,8.48301573961465,6.272877006546167,11.792086334878327,1,0,0,5.093750200806762
132201,3,8,7,3,0,2594,4220,347,315,529,3418,2067,248,0.13377,1,7.861341795599989,8.347827345782498,7.63433723562832,8.137103389639302,5.8522024797744745,11.792086334878327,1,0,0,4.204692619390966
132201,2,8,6,10,1,2232,3772,376,322,440,2205,1306,257,0.168459,1,7.711101251840158,8.235625719964311,7.175489713624222,7.698936199813447,5.932245187448011,11.792086334878327,1,0,0,4.59511985013459
132201,3,8,6,3,1,22120,54734,979,906,1751,46700,17528,796,0.044259,1,10.004282662571022,10.910258637538657,9.771611931222546,10.751520856703959,6.887552571664617,11.792086334878327,1,0,0,4.68213122712422
132201,3,8,5,10,0,7980,12978,630,398,521,9342,5372,467,0.078947,0,8.984818995876008,9.471087945687758,8.589141690728821,9.142382678792956,6.447305862541213,11.792086334878327,1,0,0,5.662960480135946
132201,2,8,5,1,0,1659,2845,345,321,424,1604,915,239,0.207957,0,7.414572881350589,7.953669778649798,6.82001636467413,7.380879035564116,5.846438775057725,11.792086334878327,1,0,0,3.9318256327243257
132201,3,8,4,11,1,1006,1594,277,268,354,1055,651,187,0.275348,0,6.914730892718563,7.374629015218945,6.480044561926653,6.962243464266207,5.627621113690637,11.792086334878327,1,0,0,2.772588722239781
132201,3,8,4,3,1,12728,21685,844,461,683,15779,8844,657,0.06631,0,9.451638133870434,9.984422170032127,9.087607606593886,9.666498594399865,6.739336627357174,11.792086334878327,1,0,0,6.154858094016418
131956,1,8,3,10,0,28880,64746,1062,991,1971,40181,15808,740,0.036773,0,10.270939218446076,11.07824264644209,9.668334677096187,10.601174413138105,6.968850378341948,11.790231390922225,1,0,0,4.844187086458591
131956,2,8,3,4,0,1330,2327,363,351,433,1475,827,230,0.272932,0,7.193685818395112,7.752764808851328,6.71901315438526,7.297091005160418,5.8971538676367405,11.790231390922225,1,0,0,3.367295829986474
131956,2,8,2,12,0,14424,26000,304,286,383,25539,14056,291,0.021076,0,9.5767180913763,10.165890277802454,9.550875771331766,10.14800112958653,5.720311776607412,11.790231390922225,0,1,0,4.060443010546419
131956,1,8,2,7,0,14200,26728,1393,1354,3214,25610,13376,1233,0.098099,0,9.561067663645012,10.193504397284627,9.501292093295586,10.150777225678416,7.2399325913204695,11.790231390922225,1,0,0,4.61512051684126
131956,3,8,1,12,0,5746,9874,769,632,1063,7407,4288,584,0.133832,0,8.656433258507741,9.197761589769323,8.36380888451688,8.910315776326016,6.646390514847729,11.790231390922225,1,0,0,5.605802066295998
131956,2,8,1,4,0,2540,4372,389,330,458,3655,2063,279,0.15315,0,7.840312983320164,8.38320455141292,7.6324011266014535,8.204124932574041,5.966146739123692,11.790231390922225,1,0,0,4.574710978503383
131956,3,8,7,10,0,4324,7241,548,431,676,4972,3008,401,0.126735,1,8.37216741936598,8.887652690325586,8.009363076630045,8.511778558714738,6.3080984415095305,11.790231390922225,1,0,0,5.3612921657094255
131808,2,8,7,4,0,8260,14305,997,953,1211,12905,7360,956,0.120702,1,9.019300924562506,9.56843430866833,8.903951072058707,9.465447598495786,6.905753276311464,11.789109183999939,0,1,0,4.465908118654584
131808,2,8,6,10,1,20168,35904,3370,3244,5106,26881,15056,2806,0.167096,1,9.911902051137146,10.488631840544418,9.619598278323043,10.199212196631093,8.12296471523406,11.789109183999939,0,1,0,6.003887067106539
131808,1,8,6,6,0,5046,9084,528,477,906,7723,4184,421,0.104637,1,8.526549286340263,9.114379980830272,8.339261982923576,8.952087643548404,6.270988431858299,11.789109183999939,1,0,0,4.6443908991413725
131808,2,7,5,14,0,15296,25269,2827,2781,3627,22103,13296,2602,0.18482,0,9.635412009723266,10.13737320038224,9.495293724856706,10.003513866603253,7.947325027016463,11.789109183999939,0,1,0,4.804021044733257
131728,3,7,5,8,1,3414,6369,473,342,525,4518,2390,360,0.138547,0,8.13593277200489,8.759354748566208,7.779466967458324,8.41604600941128,6.161207321695077,11.788502060909854,1,0,0,5.384495062789089
131728,1,7,4,10,1,95424,252207,699,575,882,78287,22016,417,0.007325,0,11.46609587761343,12.438009422866324,9.999570161213173,11.268149613528905,6.551080335043404,11.788502060909854,1,0,0,4.844187086458591
131728,2,7,4,3,0,14824,21863,868,591,966,13498,8560,650,0.058554,0,9.604070223865927,9.992596727607904,9.054972284742485,9.510370887608827,6.767343125265392,11.788502060909854,1,0,0,6.124683390894205
131630,2,7,3,13,0,3504,5699,444,374,497,4487,2730,348,0.126712,0,8.16194579946869,8.648221453822641,7.912423121473705,8.409162447202533,6.09807428216624,11.78775783244294,1,0,0,4.875197323201151
131630,3,7,2,23,0,2822,5058,424,351,486,3681,2020,327,0.150248,0,7.945555428253489,8.528924114291936,7.611347717403621,8.211211361793023,6.052089168924417,11.78775783244294,1,0,0,4.912654885736052
131630,3,7,2,13,0,2973,5063,356,297,415,3764,2208,266,0.119744,0,7.9976631270201,8.529911963824013,7.700295203420117,8.233503140233994,5.877735781779639,11.78775783244294,1,0,0,4.74493212836325
131630,2,7,2,6,1,10824,20573,135,126,153,20030,10384,126,0.012472,0,9.28961355287069,9.931783421690975,9.248117736310213,9.905036352525979,4.912654885736052,11.78775783244294,0,1,0,3.091042453358316
131630,1,7,1,11,0,4592,6691,320,289,423,3238,2100,222,0.069686,0,8.432288684325794,8.808668062106715,7.650168700845001,8.08301991917133,5.771441123130016,11.78775783244294,1,0,0,4.007333185232471
131630,2,7,1,5,0,3176,5278,372,319,577,3993,2426,279,0.117128,0,8.063692634269517,8.571491964823617,7.794411205726601,8.29254851397576,5.921578419643816,11.78775783244294,1,0,0,4.795790545596741
131300,2,7,7,10,0,10956,19279,128,119,130,18838,10564,123,0.011683,1,9.301733800405394,9.866823568164536,9.265301930050157,9.843684468165375,4.859812404361672,11.785247676408115,0,1,0,2.8903717578961645
131300,3,7,7,4,0,10888,19744,913,783,1370,14425,8048,722,0.083854,1,9.29550838434606,9.89065557372075,8.993303139093733,9.576787413063618,6.81783057145415,11.785247676408115,1,0,0,5.68697535633982
131300,2,7,6,10,0,3594,6316,424,354,530,4319,2468,309,0.117974,1,8.187299270155147,8.7509996908987,7.81156848934518,8.371010681238156,6.052089168924417,11.785247676408115,1,0,0,4.941642422609304
131300,1,7,6,2,0,3384,6166,451,395,561,4708,2508,344,0.133274,1,8.127109185346375,8.726967774991493,7.827639546366422,8.457230850243555,6.113682179832232,11.785247676408115,1,0,0,4.859812404361672
130791,2,7,5,11,1,4096,7200,487,406,723,4911,2826,355,0.118896,0,8.318010277546872,8.881975184248867,7.946971357693591,8.499436469826978,6.1903154058531475,11.781363554055249,1,0,0,5.231108616854587
130791,3,7,5,3,0,19968,35161,1016,592,909,26701,14792,757,0.050881,0,9.90193635004339,10.467721233002734,9.601909374892236,10.19249374795004,6.92461239604856,11.781363554055249,1,0,0,6.437751649736401
130791,1,7,4,11,0,4892,8499,536,460,721,7389,4206,428,0.109567,0,8.495560891289124,9.047821442478408,8.344505083590521,8.907883013942248,6.285998094508865,11.781363554055249,1,0,0,4.976733742420574
130791,2,7,4,6,0,17360,33613,2573,2448,6017,23338,11800,1905,0.148214,0,9.761981590241948,10.422697925836513,9.375939552625749,10.057881060021222,7.853216388156072,11.781363554055249,0,1,0,6.35088571671474
130791,1,7,3,11,1,21872,40413,3872,3822,7327,24667,12920,2218,0.17703,0,9.99300827847454,10.606931538573441,9.46660917372222,10.113262136111384,8.261784679514752,11.781363554055249,0,0,1,6.016157159698354
130791,2,7,3,5,1,180480,319133,8072,4010,6242,108752,51456,3316,0.044725,0,12.103380788056622,12.67336635626127,10.8485017864294,11.596834534777335,8.996280439395015,11.781363554055249,1,0,0,8.75384509275524
130791,1,7,2,13,0,44464,66824,1052,930,1571,22904,14080,559,0.02366,0,10.70245764183374,11.109832541007119,9.552581649917311,10.039110506320842,6.959398512133975,11.781363554055249,1,0,0,5.241747015059643
130791,2,7,2,8,0,2881,5188,550,503,730,3840,2040,323,0.190906,0,7.966239776559467,8.55429627936774,7.621195162809845,8.253488028345904,6.311734809152915,11.781363554055249,1,0,0,4.48863636973214
129600,2,7,1,12,0,3460,6503,541,482,667,4371,2260,314,0.156358,0,8.149312843635345,8.780172651227646,7.72356247227797,8.382975849296429,6.295266001439646,11.772215778919925,1,0,0,4.7535901911063645
129600,3,7,1,6,0,3406,5656,571,512,731,4446,2598,355,0.167645,0,8.133587417660966,8.640648995343156,7.8628820346414905,8.399984990510696,6.349138991379798,11.772215778919925,1,0,0,4.77912349311153
129600,2,7,7,11,1,2602,4349,479,444,588,3342,1946,287,0.184089,1,7.864419904994565,8.37793112408273,7.5740450053721995,8.114623886420098,6.173786103901937,11.772215778919925,1,0,0,4.23410650459726
129600,1,7,7,6,1,5848,9068,622,570,795,6651,4212,383,0.106361,1,8.674025985443025,9.112617283447568,8.345930261979017,8.802672840312818,6.434546518787453,11.772215778919925,1,0,0,4.454347296253507
129600,1,7,6,11,0,26944,43464,877,740,1097,20270,10208,563,0.032549,1,10.201553030367597,10.679711295513165,9.231024963169016,9.916946572220285,6.777646593635117,11.772215778919925,1,0,0,5.459585514144159
129600,3,7,6,5,0,5292,9321,756,646,1033,5867,3404,516,0.142857,1,8.574140471857987,9.140132476932687,8.133000218583613,8.677269139262872,6.6293632534374485,11.772215778919925,1,0,0,5.616771097666572
129600,2,7,5,12,1,15576,27513,2417,2327,3098,19078,10840,1839,0.155175,0,9.653550746326605,10.22245024502094,9.291090521661292,9.85634353272731,7.790696031174738,11.772215778919925,0,1,0,5.707110264748875
129600,3,7,5,3,0,54256,82011,1620,963,1419,42128,24224,977,0.029858,0,10.901487295336825,11.314620857002938,10.095140436758967,10.64849161863629,7.390798521735676,11.772215778919925,1,0,0,6.714170529909472
129600,2,7,4,12,1,3726,6372,602,574,785,4760,2852,399,0.161567,0,8.223358899479258,8.759825595314295,7.9561263512135,8.46821300919452,6.401917196727186,11.772215778919925,1,0,0,4.454347296253507
129600,1,7,4,6,1,31904,50539,863,770,1106,24010,12992,583,0.02705,0,10.370518016302448,10.830520380942184,9.472166029882736,10.086267337660777,6.761572768804055,11.772215778919925,1,0,0,5.081404364984463
129600,1,7,3,13,1,40336,65309,1407,1330,2251,27771,14848,907,0.034882,0,10.605024440869697,11.086900442896702,9.605687801896062,10.231783597873164,7.249925536717988,11.772215778919925,1,0,0,4.77912349311153
129600,2,7,3,1,0,4220,7774,685,597,838,4404,2326,407,0.162322,0,8.347827345782498,8.958668737047434,7.752335163302292,8.39049553837028,6.530877627725885,11.772215778919925,1,0,0,5.318119993844216
129600,3,7,2,13,0,4666,8360,729,648,1014,5010,2818,459,0.156237,0,8.448271745949816,9.031333316150057,7.9441374911141125,8.519390774959724,6.593044534142437,11.772215778919925,1,0,0,5.313205979041787
129600,2,7,2,7,1,4274,7948,701,638,1020,5936,3164,460,0.164015,0,8.360539381370861,8.980801413573113,8.059908334578276,8.688959234270676,6.553933404025811,11.772215778919925,1,0,0,4.969813299576001
129600,1,7,1,13,0,28208,41650,964,827,1237,18035,11120,636,0.034175,0,10.247396354945186,10.637080656910605,9.316590491818841,9.800125039540974,6.872128101338986,11.772215778919925,1,0,0,5.673323267171493
128032,2,7,1,3,0,3330,5461,513,478,652,3675,2196,307,0.154054,0,8.11102783819368,8.60557030203365,7.69484807238461,8.209580483475577,6.2422232654551655,11.760043322173823,1,0,0,4.382026634673881
128032,2,7,7,11,1,3528,5918,550,513,787,4606,2660,360,0.155896,1,8.16876982367527,8.685922794690725,7.886457270977689,8.435332164935916,6.311734809152915,11.760043322173823,1,0,0,4.330733340286331
128032,3,7,7,3,0,38576,55398,1355,890,1328,17365,12624,827,0.035125,1,10.560411522938548,10.922316822030947,9.443434254143561,9.76226955062059,7.212294468500341,11.760043322173823,1,0,0,6.391917113392602
128032,3,7,6,13,1,2628,4264,528,503,652,3086,1846,328,0.200913,1,7.874358824729881,8.35819745992578,7.52131798019924,8.034955024502159,6.270988431858299,11.760043322173823,1,0,0,4.02535169073515
